raw_class,display_class,path,filename,width,height,aspect_ratio,size_pixels,mode,split,label
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00039_00000_00023.png,00039_00000_00023.png,137,140,0.9785714285714285,19180,RGB,train,2
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00004_00028_00021.png,00004_00028_00021.png,46,46,1.0,2116,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00004_00017_00015.png,00004_00017_00015.png,36,38,0.9473684210526315,1368,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00005_00036_00023.png,00005_00036_00023.png,50,50,1.0,2500,RGB,train,4
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00017_00035_00014.png,00017_00035_00014.png,31,31,1.0,961,RGB,train,3
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00004_00061_00010.png,00004_00061_00010.png,35,35,1.0,1225,RGB,train,4
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00038_00032_00007.png,00038_00032_00007.png,36,36,1.0,1296,RGB,train,2
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00004_00014_00028.png,00004_00014_00028.png,69,73,0.9452054794520548,5037,RGB,train,4
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00036_00005_00017.png,00036_00005_00017.png,45,45,1.0,2025,RGB,train,2
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00004_00013_00029.png,00004_00013_00029.png,113,129,0.875968992248062,14577,RGB,train,4
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00014_00025_00017.png,00014_00025_00017.png,45,45,1.0,2025,RGB,train,3
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00004_00033_00019.png,00004_00033_00019.png,46,47,0.9787234042553191,2162,RGB,train,4
Crossings,Crossings,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Crossings/00028_00016_00019.png,00028_00016_00019.png,57,57,1.0,3249,RGB,train,1
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00038_00041_00024.png,00038_00041_00024.png,58,58,1.0,3364,RGB,train,2
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00015_00018_00029.png,00015_00018_00029.png,122,146,0.8356164383561644,17812,RGB,train,3
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00016_00008_00022.png,00016_00008_00022.png,91,89,1.0224719101123596,8099,RGB,train,3
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00017_00006_00028.png,00017_00006_00028.png,73,80,0.9125,5840,RGB,train,3
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00005_00039_00018.png,00005_00039_00018.png,35,37,0.9459459459459459,1295,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00008_00005_00008.png,00008_00005_00008.png,34,35,0.9714285714285714,1190,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00008_00022_00014.png,00008_00022_00014.png,39,38,1.0263157894736843,1482,RGB,train,4
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00023_00016_00018.png,00023_00016_00018.png,55,53,1.0377358490566038,2915,RGB,train,0
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00015_00001_00001.png,00015_00001_00001.png,26,56,0.4642857142857143,1456,RGB,train,3
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00038_00033_00024.png,00038_00033_00024.png,56,64,0.875,3584,RGB,train,2
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00038_00032_00004.png,00038_00032_00004.png,33,33,1.0,1089,RGB,train,2
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00008_00037_00027.png,00008_00037_00027.png,51,50,1.02,2550,RGB,train,4
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00039_00006_00003.png,00039_00006_00003.png,29,30,0.9666666666666667,870,RGB,train,2
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00005_00029_00025.png,00005_00029_00025.png,52,49,1.0612244897959184,2548,RGB,train,4
Crossings,Crossings,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Crossings/00027_00002_00005.png,00027_00002_00005.png,36,33,1.0909090909090908,1188,RGB,train,1
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00005_00052_00025.png,00005_00052_00025.png,48,49,0.9795918367346939,2352,RGB,train,4
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00037_00005_00020.png,00037_00005_00020.png,73,75,0.9733333333333334,5475,RGB,train,2
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00014_00001_00028.png,00014_00001_00028.png,178,171,1.04093567251462,30438,RGB,train,3
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00038_00004_00026.png,00038_00004_00026.png,59,63,0.9365079365079365,3717,RGB,train,2
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00009_00000.png,00021_00009_00000.png,32,33,0.9696969696969697,1056,RGB,train,0
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00007_00020_00009.png,00007_00020_00009.png,33,35,0.9428571428571428,1155,RGB,train,4
Crossings,Crossings,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Crossings/00029_00000_00023.png,00029_00000_00023.png,54,96,0.5625,5184,RGB,train,1
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00007_00003_00024.png,00007_00003_00024.png,72,75,0.96,5400,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00005_00054_00002.png,00005_00054_00002.png,27,26,1.0384615384615385,702,RGB,train,4
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00017_00020_00021.png,00017_00020_00021.png,47,44,1.0681818181818181,2068,RGB,train,3
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00004_00045_00001.png,00004_00045_00001.png,31,31,1.0,961,RGB,train,4
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00030_00010_00008.png,00030_00010_00008.png,39,37,1.054054054054054,1443,RGB,train,0
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00015_00019_00000.png,00015_00019_00000.png,27,27,1.0,729,RGB,train,3
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00007_00010_00028.png,00007_00010_00028.png,55,55,1.0,3025,RGB,train,4
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00030_00004_00024.png,00030_00004_00024.png,97,84,1.1547619047619047,8148,RGB,train,0
Crossings,Crossings,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Crossings/00028_00008_00015.png,00028_00008_00015.png,85,75,1.1333333333333333,6375,RGB,train,1
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00022_00001_00009.png,00022_00001_00009.png,37,33,1.121212121212121,1221,RGB,train,0
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00038_00018_00025.png,00038_00018_00025.png,58,61,0.9508196721311475,3538,RGB,train,2
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00038_00045_00019.png,00038_00045_00019.png,37,38,0.9736842105263158,1406,RGB,train,2
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00004_00020_00018.png,00004_00020_00018.png,37,36,1.0277777777777777,1332,RGB,train,4
Crossings,Crossings,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Crossings/00031_00019_00018.png,00031_00019_00018.png,59,55,1.0727272727272728,3245,RGB,train,1
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00008_00002_00022.png,00008_00002_00022.png,52,51,1.0196078431372548,2652,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00008_00009_00013.png,00008_00009_00013.png,37,37,1.0,1369,RGB,train,4
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00015_00015_00017.png,00015_00015_00017.png,42,51,0.8235294117647058,2142,RGB,train,3
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00014_00025_00027.png,00014_00025_00027.png,69,71,0.971830985915493,4899,RGB,train,3
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00015_00013_00018.png,00015_00013_00018.png,46,50,0.92,2300,RGB,train,3
Crossings,Crossings,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Crossings/00029_00001_00001.png,00029_00001_00001.png,37,34,1.088235294117647,1258,RGB,train,1
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00038_00043_00004.png,00038_00043_00004.png,35,37,0.9459459459459459,1295,RGB,train,2
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00036_00004_00012.png,00036_00004_00012.png,38,40,0.95,1520,RGB,train,2
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00007_00003_00013.png,00007_00003_00013.png,42,42,1.0,1764,RGB,train,4
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00036_00003_00005.png,00036_00003_00005.png,29,29,1.0,841,RGB,train,2
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00038_00007_00028.png,00038_00007_00028.png,98,107,0.9158878504672897,10486,RGB,train,2
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00017_00023_00006.png,00017_00023_00006.png,30,31,0.967741935483871,930,RGB,train,3
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00014_00009_00021.png,00014_00009_00021.png,60,62,0.967741935483871,3720,RGB,train,3
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00005_00041_00016.png,00005_00041_00016.png,39,40,0.975,1560,RGB,train,4
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00038_00040_00007.png,00038_00040_00007.png,43,47,0.9148936170212766,2021,RGB,train,2
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00007_00046_00001.png,00007_00046_00001.png,27,29,0.9310344827586207,783,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00005_00004_00001.png,00005_00004_00001.png,26,28,0.9285714285714286,728,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00008_00037_00029.png,00008_00037_00029.png,56,56,1.0,3136,RGB,train,4
Crossings,Crossings,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Crossings/00028_00002_00006.png,00028_00002_00006.png,45,40,1.125,1800,RGB,train,1
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00017_00001_00020.png,00017_00001_00020.png,37,38,0.9736842105263158,1406,RGB,train,3
Crossings,Crossings,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Crossings/00029_00007_00009.png,00029_00007_00009.png,40,42,0.9523809523809523,1680,RGB,train,1
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00005_00045_00026.png,00005_00045_00026.png,64,62,1.032258064516129,3968,RGB,train,4
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00016_00008_00027.png,00016_00008_00027.png,112,110,1.018181818181818,12320,RGB,train,3
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00008_00025_00022.png,00008_00025_00022.png,43,43,1.0,1849,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00005_00026_00008.png,00005_00026_00008.png,31,29,1.0689655172413792,899,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00005_00044_00002.png,00005_00044_00002.png,34,36,0.9444444444444444,1224,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00007_00014_00016.png,00007_00014_00016.png,52,52,1.0,2704,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00005_00001_00014.png,00005_00001_00014.png,32,34,0.9411764705882353,1088,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00008_00014_00010.png,00008_00014_00010.png,37,39,0.9487179487179487,1443,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00005_00040_00020.png,00005_00040_00020.png,42,43,0.9767441860465116,1806,RGB,train,4
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00014_00013_00004.png,00014_00013_00004.png,41,41,1.0,1681,RGB,train,3
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00016_00013_00012.png,00016_00013_00012.png,54,54,1.0,2916,RGB,train,3
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00017_00007_00004.png,00017_00007_00004.png,29,32,0.90625,928,RGB,train,3
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00004_00012_00004.png,00004_00012_00004.png,32,32,1.0,1024,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00004_00042_00016.png,00004_00042_00016.png,39,39,1.0,1521,RGB,train,4
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00014_00025_00006.png,00014_00025_00006.png,30,34,0.8823529411764706,1020,RGB,train,3
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00039_00003_00025.png,00039_00003_00025.png,74,73,1.0136986301369864,5402,RGB,train,2
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00016_00008_00024.png,00016_00008_00024.png,96,95,1.0105263157894737,9120,RGB,train,3
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00005_00011_00024.png,00005_00011_00024.png,67,70,0.9571428571428572,4690,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00004_00020_00019.png,00004_00020_00019.png,37,36,1.0277777777777777,1332,RGB,train,4
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00038_00006_00018.png,00038_00006_00018.png,71,85,0.8352941176470589,6035,RGB,train,2
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00015_00015_00014.png,00015_00015_00014.png,37,44,0.8409090909090909,1628,RGB,train,3
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00037_00003_00001.png,00037_00003_00001.png,28,28,1.0,784,RGB,train,2
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00038_00011_00012.png,00038_00011_00012.png,49,49,1.0,2401,RGB,train,2
Crossings,Crossings,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Crossings/00029_00006_00025.png,00029_00006_00025.png,74,68,1.088235294117647,5032,RGB,train,1
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00009_00007.png,00021_00009_00007.png,40,38,1.0526315789473684,1520,RGB,train,0
Crossings,Crossings,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Crossings/00027_00002_00018.png,00027_00002_00018.png,58,53,1.0943396226415094,3074,RGB,train,1
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00005_00023_00015.png,00005_00023_00015.png,38,38,1.0,1444,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00008_00006_00006.png,00008_00006_00006.png,33,32,1.03125,1056,RGB,train,4
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00038_00049_00009.png,00038_00049_00009.png,33,35,0.9428571428571428,1155,RGB,train,2
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00038_00038_00011.png,00038_00038_00011.png,37,36,1.0277777777777777,1332,RGB,train,2
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00005_00012_00002.png,00005_00012_00002.png,28,29,0.9655172413793104,812,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00008_00043_00011.png,00008_00043_00011.png,34,33,1.0303030303030303,1122,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00005_00007_00013.png,00005_00007_00013.png,39,39,1.0,1521,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00007_00022_00015.png,00007_00022_00015.png,46,48,0.9583333333333334,2208,RGB,train,4
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00008_00024.png,00021_00008_00024.png,110,92,1.1956521739130435,10120,RGB,train,0
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00030_00002_00006.png,00030_00002_00006.png,40,37,1.0810810810810811,1480,RGB,train,0
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00016_00008_00029.png,00016_00008_00029.png,123,121,1.0165289256198347,14883,RGB,train,3
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00015_00020_00026.png,00015_00020_00026.png,68,70,0.9714285714285714,4760,RGB,train,3
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00005_00004_00016.png,00005_00004_00016.png,37,39,0.9487179487179487,1443,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00008_00022_00003.png,00008_00022_00003.png,31,27,1.1481481481481481,837,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00005_00048_00006.png,00005_00048_00006.png,32,33,0.9696969696969697,1056,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00007_00016_00004.png,00007_00016_00004.png,33,33,1.0,1089,RGB,train,4
Crossings,Crossings,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Crossings/00031_00022_00013.png,00031_00022_00013.png,34,34,1.0,1156,RGB,train,1
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00007_00028_00010.png,00007_00028_00010.png,33,35,0.9428571428571428,1155,RGB,train,4
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00023_00013_00017.png,00023_00013_00017.png,57,54,1.0555555555555556,3078,RGB,train,0
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00023_00000_00006.png,00023_00000_00006.png,29,28,1.0357142857142858,812,RGB,train,0
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00004_00033_00011.png,00004_00033_00011.png,36,38,0.9473684210526315,1368,RGB,train,4
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00038_00016_00010.png,00038_00016_00010.png,45,54,0.8333333333333334,2430,RGB,train,2
Crossings,Crossings,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Crossings/00028_00014_00001.png,00028_00014_00001.png,36,36,1.0,1296,RGB,train,1
Crossings,Crossings,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Crossings/00031_00023_00008.png,00031_00023_00008.png,33,34,0.9705882352941176,1122,RGB,train,1
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00008_00043_00020.png,00008_00043_00020.png,43,42,1.0238095238095237,1806,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00007_00018_00024.png,00007_00018_00024.png,54,53,1.0188679245283019,2862,RGB,train,4
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00014_00018_00026.png,00014_00018_00026.png,120,123,0.975609756097561,14760,RGB,train,3
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00014_00012_00008.png,00014_00012_00008.png,44,45,0.9777777777777777,1980,RGB,train,3
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00016_00001_00024.png,00016_00001_00024.png,97,99,0.9797979797979798,9603,RGB,train,3
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00023_00002_00014.png,00023_00002_00014.png,51,49,1.0408163265306123,2499,RGB,train,0
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00017_00015_00020.png,00017_00015_00020.png,41,43,0.9534883720930233,1763,RGB,train,3
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00004_00045_00008.png,00004_00045_00008.png,36,36,1.0,1296,RGB,train,4
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00015_00017_00024.png,00015_00017_00024.png,57,55,1.0363636363636364,3135,RGB,train,3
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00038_00030_00026.png,00038_00030_00026.png,45,51,0.8823529411764706,2295,RGB,train,2
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00007_00005_00026.png,00007_00005_00026.png,105,105,1.0,11025,RGB,train,4
Crossings,Crossings,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Crossings/00031_00005_00001.png,00031_00005_00001.png,31,30,1.0333333333333334,930,RGB,train,1
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00005_00032_00006.png,00005_00032_00006.png,29,29,1.0,841,RGB,train,4
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00030_00007_00014.png,00030_00007_00014.png,54,50,1.08,2700,RGB,train,0
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00016_00012_00013.png,00016_00012_00013.png,34,35,0.9714285714285714,1190,RGB,train,3
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00017_00034_00011.png,00017_00034_00011.png,31,35,0.8857142857142857,1085,RGB,train,3
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00004_00065_00029.png,00004_00065_00029.png,73,72,1.0138888888888888,5256,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00004_00063_00000.png,00004_00063_00000.png,28,29,0.9655172413793104,812,RGB,train,4
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00038_00019_00010.png,00038_00019_00010.png,35,32,1.09375,1120,RGB,train,2
